id,ItemCode,Description,Grade,PriceList,MegaCode
null,TSQ03921,DNMG150604GP,TN6020,320,KKTSQ03921
null,TAC02430,DNMG150604GS,CA525,335,KKTAC02430
null,TAD02430,DNMG150604GS,CA530,335,KKTAD02430
null,TJQ02430,DNMG150604GS,CA5515,370,KKTJQ02430
null,TJR02430,DNMG150604GS,CA5525,370,KKTJR02430
null,TKZ00920,DNMG150604GS,PV90,380,KKTKZ00920
null,TJU02501,DNMG150604GU,CA6515,335,KKTJU02501
null,TJV02501,DNMG150604GU,CA6525,335,KKTJV02501
null,TAA02445,DNMG150604HQ,CA510,335,KKTAA02445
null,TAB02445,DNMG150604HQ,CA515,335,KKTAB02445
null,TAC02445,DNMG150604HQ,CA525,335,KKTAC02445
null,TAD02445,DNMG150604HQ,CA530,335,KKTAD02445
null,TJS02445,DNMG150604HQ,CA5505,370,KKTJS02445
null,TJQ02445,DNMG150604HQ,CA5515,370,KKTJQ02445
null,TJR02445,DNMG150604HQ,CA5525,370,KKTJR02445
null,TJU02445,DNMG150604HQ,CA6515,335,KKTJU02445
null,TJV02445,DNMG150604HQ,CA6525,335,KKTJV02445
null,TJZ02445,DNMG150604HQ,PR1125,350,KKTJZ02445
null,TJC03930,DNMG150604HQ,PV7010,365,KKTJC03930
null,TJL03930,DNMG150604HQ,PV7020,380,KKTJL03930
null,TJM03930,DNMG150604HQ,PV7025,365,KKTJM03930
null,TSC03930,DNMG150604HQ,TN6010,320,KKTSC03930
null,TSQ03930,DNMG150604HQ,TN6020,320,KKTSQ03930
null,TJQ02450,DNMG150604HS,CA5515,370,KKTJQ02450
null,TJR02450,DNMG150604HS,CA5525,370,KKTJR02450
null,TKZ00900,DNMG150604HS,PV90,380,KKTKZ00900
null,TSJ00860,DNMG150604HS,TN60,335,KKTSJ00860
null,TSQ03935,DNMG150604HS,TN6020,320,KKTSQ03935
null,TJR02491,DNMG150604L-ST,CA5525,370,KKTJR02491
null,TJU02512,DNMG150604MQ,CA6515,335,KKTJU02512
null,TJV02512,DNMG150604MQ,CA6525,335,KKTJV02512
null,TJZ02512,DNMG150604MQ,PR1125,350,KKTJZ02512
null,TKP02512,DNMG150604MQ,PR1305,420,KKTKP02512
null,TKR02512,DNMG150604MQ,PR1310,420,KKTKR02512
null,TKQ02512,DNMG150604MQ,PR1325,420,KKTKQ02512
null,TWH02512,DNMG150604MQ,SW05,400,KKTWH02512
null,TLC02512,DNMG150604MQ,PR1535,420,KKTLC02512
null,TJU02508,DNMG150604MS,CA6515,335,KKTJU02508
null,TJV02508,DNMG150604MS,CA6525,335,KKTJV02508
null,TJZ02508,DNMG150604MS,PR1125,350,KKTJZ02508
null,TKP02508,DNMG150604MS,PR1305,420,KKTKP02508
null,TKR02508,DNMG150604MS,PR1310,420,KKTKR02508
null,TKQ02508,DNMG150604MS,PR1325,420,KKTKQ02508
null,TLC02508,DNMG150604MS,PR1535,420,KKTLC02508
null,TJU02517,DNMG150604MU,CA6515,335,KKTJU02517
null,TJV02517,DNMG150604MU,CA6525,335,KKTJV02517
null,TJZ02517,DNMG150604MU,PR1125,350,KKTJZ02517
null,TKP02517,DNMG150604MU,PR1305,420,KKTKP02517
null,TKR02517,DNMG150604MU,PR1310,420,KKTKR02517
null,TKQ02517,DNMG150604MU,PR1325,420,KKTKQ02517
null,TWH02517,DNMG150604MU,SW05,400,KKTWH02517
null,TLC02517,DNMG150604MU,PR1535,420,KKTLC02517
null,TAA03957,DNMG150604PG,CA510,335,KKTAA03957
null,TAB03957,DNMG150604PG,CA515,335,KKTAB03957
null,TAC03957,DNMG150604PG,CA525,335,KKTAC03957
null,TAD03957,DNMG150604PG,CA530,335,KKTAD03957
null,TLD03980,DNMG150604PG,PV720,365,KKTLD03980
null,TSR03980,DNMG150604PG,TN620,320,KKTSR03980
null,TLC02523,DNMG150604PG,PR1535,420,KKTLC02523
null,TAA02652,DNMG150604PP,CA510,335,KKTAA02652
null,TAB02652,DNMG150604PP,CA515,335,KKTAB02652
null,TAC02652,DNMG150604PP,CA525,335,KKTAC02652
null,TAD02652,DNMG150604PP,CA530,335,KKTAD02652
null,TJQ02652,DNMG150604PP,CA5515,370,KKTJQ02652
null,TJR02652,DNMG150604PP,CA5525,370,KKTJR02652
null,TJC03962,DNMG150604PP,PV7010,365,KKTJC03962
null,TJM03962,DNMG150604PP,PV7025,365,KKTJM03962
null,TLD03962,DNMG150604PP,PV720,365,KKTLD03962
null,TSC03962,DNMG150604PP,TN6010,320,KKTSC03962
null,TSQ03962,DNMG150604PP,TN6020,320,KKTSQ03962
null,TSR03962,DNMG150604PP,TN620,320,KKTSR03962
null,TAA02656,DNMG150604PQ,CA510,335,KKTAA02656
null,TAB02656,DNMG150604PQ,CA515,335,KKTAB02656
null,TAC02656,DNMG150604PQ,CA525,335,KKTAC02656
null,TAD02656,DNMG150604PQ,CA530,335,KKTAD02656
null,TJQ02656,DNMG150604PQ,CA5515,370,KKTJQ02656
null,TJR02656,DNMG150604PQ,CA5525,370,KKTJR02656
null,TJC03972,DNMG150604PQ,PV7010,365,KKTJC03972
null,TJM03972,DNMG150604PQ,PV7025,365,KKTJM03972
null,TLD03972,DNMG150604PQ,PV720,365,KKTLD03972
null,TSC03972,DNMG150604PQ,TN6010,320,KKTSC03972
null,TSQ03972,DNMG150604PQ,TN6020,320,KKTSQ03972
null,TSR03972,DNMG150604PQ,TN620,320,KKTSR03972
null,TAA02455,DNMG150604PS,CA510,335,KKTAA02455
null,TAB02455,DNMG150604PS,CA515,335,KKTAB02455
null,TAC02455,DNMG150604PS,CA525,335,KKTAC02455
null,TAD02455,DNMG150604PS,CA530,335,KKTAD02455
null,TJQ02455,DNMG150604PS,CA5515,370,KKTJQ02455
null,TJR02455,DNMG150604PS,CA5525,370,KKTJR02455
null,TJU02455,DNMG150604PS,CA6515,335,KKTJU02455
null,TJV02455,DNMG150604PS,CA6525,335,KKTJV02455
null,TJZ02455,DNMG150604PS,PR1125,350,KKTJZ02455
null,TJC03956,DNMG150604PS,PV7010,365,KKTJC03956
null,TJM03956,DNMG150604PS,PV7025,365,KKTJM03956
null,TSC03956,DNMG150604PS,TN6010,320,KKTSC03956
null,TJQ02490,DNMG150604R-ST,CA5515,370,KKTJQ02490
null,TJR02490,DNMG150604R-ST,CA5525,370,KKTJR02490
null,TJU02521,DNMG150604TK,CA6515,335,KKTJU02521
null,TJV02521,DNMG150604TK,CA6525,335,KKTJV02521
null,TJZ02521,DNMG150604TK,PR1125,350,KKTJZ02521
null,TKP02521,DNMG150604TK,PR1305,420,KKTKP02521
null,TKR02521,DNMG150604TK,PR1310,420,KKTKR02521
null,TKQ02521,DNMG150604TK,PR1325,420,KKTKQ02521
null,TJC03940,DNMG150604XP,PV7010,365,KKTJC03940
null,TJL03940,DNMG150604XP,PV7020,380,KKTJL03940
null,TJC03945,DNMG150604XQ,PV7010,365,KKTJC03945
null,TJL03945,DNMG150604XQ,PV7020,380,KKTJL03945
null,TJD02401,DNMG150608,CA4505,335,KKTJD02401
null,TJH02401,DNMG150608,CA4515,335,KKTJH02401
null,TAA02401,DNMG150608,CA510,335,KKTAA02401
null,TAB02401,DNMG150608,CA515,335,KKTAB02401
null,TAC02401,DNMG150608,CA525,335,KKTAC02401
null,TAD02401,DNMG150608,CA530,335,KKTAD02401
null,TJS02401,DNMG150608,CA5505,370,KKTJS02401
null,TJQ02401,DNMG150608,CA5515,370,KKTJQ02401
null,TJR02401,DNMG150608,CA5525,370,KKTJR02401
null,TJT02401,DNMG150608,CA5535,370,KKTJT02401
null,TJA03911,DNMG150608,PV7005,365,KKTJA03911
null,TWE64427,DNMG150608AH,KW10,360,KKTWE64427
null,TJD02411,DNMG150608C,CA4505,370,KKTJD02411
null,TJH02411,DNMG150608C,CA4515,335,KKTJH02411
null,TAA02486,DNMG150608CJ,CA510,335,KKTAA02486
null,TAB02486,DNMG150608CJ,CA515,335,KKTAB02486
null,TAC02486,DNMG150608CJ,CA525,335,KKTAC02486
null,TAD02486,DNMG150608CJ,CA530,335,KKTAD02486
null,TJS02486,DNMG150608CJ,CA5505,370,KKTJS02486
null,TJQ02486,DNMG150608CJ,CA5515,370,KKTJQ02486
null,TJR02486,DNMG150608CJ,CA5525,370,KKTJR02486
null,TJT02486,DNMG150608CJ,CA5535,370,KKTJT02486
null,TAA02416,DNMG150608CQ,CA510,335,KKTAA02416
null,TAB02416,DNMG150608CQ,CA515,335,KKTAB02416
null,TAC02416,DNMG150608CQ,CA525,335,KKTAC02416
null,TAD02416,DNMG150608CQ,CA530,335,KKTAD02416
null,TJS02416,DNMG150608CQ,CA5505,370,KKTJS02416
null,TJQ02416,DNMG150608CQ,CA5515,370,KKTJQ02416
null,TJR02416,DNMG150608CQ,CA5525,370,KKTJR02416
null,TJT02416,DNMG150608CQ,CA5535,370,KKTJT02416
null,TJL03916,DNMG150608CQ,PV7020,380,KKTJL03916
null,TJD02420,DNMG150608GC,CA4505,335,KKTJD02420
null,TJH02420,DNMG150608GC,CA4515,335,KKTJH02420
null,TJS02420,DNMG150608GC,CA5505,370,KKTJS02420
null,TJC03922,DNMG150608GP,PV7010,365,KKTJC03922
null,TJL03922,DNMG150608GP,PV7020,380,KKTJL03922
null,TSC03922,DNMG150608GP,TN6010,320,KKTSC03922
null,TSQ03922,DNMG150608GP,TN6020,320,KKTSQ03922
null,TAC02431,DNMG150608GS,CA525,335,KKTAC02431
null,TAD02431,DNMG150608GS,CA530,335,KKTAD02431
null,TJQ02431,DNMG150608GS,CA5515,370,KKTJQ02431
null,TJR02431,DNMG150608GS,CA5525,370,KKTJR02431
null,TKZ00921,DNMG150608GS,PV90,380,KKTKZ00921
null,TAA02440,DNMG150608GT,CA510,335,KKTAA02440
null,TAB02440,DNMG150608GT,CA515,335,KKTAB02440
null,TAC02440,DNMG150608GT,CA525,335,KKTAC02440
null,TAD02440,DNMG150608GT,CA530,335,KKTAD02440
null,TJQ02440,DNMG150608GT,CA5515,370,KKTJQ02440
null,TJR02440,DNMG150608GT,CA5525,370,KKTJR02440
null,TKZ00926,DNMG150608GT,PV90,380,KKTKZ00926
null,TJU02502,DNMG150608GU,CA6515,335,KKTJU02502
null,TJV02502,DNMG150608GU,CA6525,335,KKTJV02502
null,TAA02446,DNMG150608HQ,CA510,335,KKTAA02446
null,TAB02446,DNMG150608HQ,CA515,335,KKTAB02446
null,TAC02446,DNMG150608HQ,CA525,335,KKTAC02446
null,TAD02446,DNMG150608HQ,CA530,335,KKTAD02446
null,TJS02446,DNMG150608HQ,CA5505,370,KKTJS02446
null,TJQ02446,DNMG150608HQ,CA5515,370,KKTJQ02446
null,TJR02446,DNMG150608HQ,CA5525,370,KKTJR02446
null,TJT02446,DNMG150608HQ,CA5535,370,KKTJT02446
null,TJU02446,DNMG150608HQ,CA6515,335,KKTJU02446
null,TJV02446,DNMG150608HQ,CA6525,335,KKTJV02446
null,TJZ02446,DNMG150608HQ,PR1125,350,KKTJZ02446
null,TJC03931,DNMG150608HQ,PV7010,365,KKTJC03931
null,TJL03931,DNMG150608HQ,PV7020,380,KKTJL03931
null,TJM03931,DNMG150608HQ,PV7025,365,KKTJM03931
null,TSJ60869,DNMG150608HQ,TN60,335,KKTSJ60869
null,TSC03931,DNMG150608HQ,TN6010,320,KKTSC03931
null,TSQ03931,DNMG150608HQ,TN6020,320,KKTSQ03931
null,TJQ02451,DNMG150608HS,CA5515,370,KKTJQ02451
null,TJR02451,DNMG150608HS,CA5525,370,KKTJR02451
null,TKZ00901,DNMG150608HS,PV90,380,KKTKZ00901
null,TSJ00870,DNMG150608HS,TN60,335,KKTSJ00870
null,TJV02506,DNMG150608HU,CA6525,335,KKTJV02506
null,TJR02493,DNMG150608L-ST,CA5525,370,KKTJR02493
null,TJU02513,DNMG150608MQ,CA6515,335,KKTJU02513
null,TJV02513,DNMG150608MQ,CA6525,335,KKTJV02513
null,TJZ02513,DNMG150608MQ,PR1125,350,KKTJZ02513
null,TKP02513,DNMG150608MQ,PR1305,420,KKTKP02513
null,TKR02513,DNMG150608MQ,PR1310,420,KKTKR02513
null,TKQ02513,DNMG150608MQ,PR1325,420,KKTKQ02513
null,TWH02513,DNMG150608MQ,SW05,400,KKTWH02513
null,TLC02513,DNMG150608MQ,PR1535,420,KKTLC02513
null,TJU02509,DNMG150608MS,CA6515,335,KKTJU02509
null,TJV02509,DNMG150608MS,CA6525,335,KKTJV02509
null,TJZ02509,DNMG150608MS,PR1125,345,KKTJZ02509
null,TKP02509,DNMG150608MS,PR1305,420,KKTKP02509
null,TKR02509,DNMG150608MS,PR1310,420,KKTKR02509
null,TKQ02509,DNMG150608MS,PR1325,420,KKTKQ02509
null,TLC02509,DNMG150608MS,PR1535,420,KKTLC02509
null,TJU02518,DNMG150608MU,CA6515,335,KKTJU02518
null,TJV02518,DNMG150608MU,CA6525,335,KKTJV02518
null,TJZ02518,DNMG150608MU,PR1125,345,KKTJZ02518
null,TKP02518,DNMG150608MU,PR1305,420,KKTKP02518
null,TKR02518,DNMG150608MU,PR1310,420,KKTKR02518
null,TKQ02518,DNMG150608MU,PR1325,420,KKTKQ02518
null,TWH02518,DNMG150608MU,SW05,400,KKTWH02518
null,TLC02518,DNMG150608MU,PR1535,420,KKTLC02518
null,TAA03958,DNMG150608PG,CA510,335,KKTAA03958
null,TAB03958,DNMG150608PG,CA515,335,KKTAB03958
null,TAC03958,DNMG150608PG,CA525,335,KKTAC03958
null,TAD03958,DNMG150608PG,CA530,335,KKTAD03958
null,TLD03981,DNMG150608PG,PV720,365,KKTLD03981
null,TSR03981,DNMG150608PG,TN620,320,KKTSR03981
null,TLC02524,DNMG150608PG,PR1535,420,KKTLC02524
null,TJD02526,DNMG150608PH,CA4505,335,KKTJD02526
null,TJH02526,DNMG150608PH,CA4515,335,KKTJH02526
null,TAA02526,DNMG150608PH,CA510,335,KKTAA02526
null,TAB02526,DNMG150608PH,CA515,335,KKTAB02526
null,TAC02526,DNMG150608PH,CA525,335,KKTAC02526
null,TAD02526,DNMG150608PH,CA530,335,KKTAD02526
null,TJQ02526,DNMG150608PH,CA5515,370,KKTJQ02526
null,TJR02526,DNMG150608PH,CA5525,370,KKTJR02526
null,TJT02526,DNMG150608PH,CA5535,370,KKTJT02526
null,TAA02653,DNMG150608PP,CA510,335,KKTAA02653
null,TAB02653,DNMG150608PP,CA515,335,KKTAB02653
null,TAC02653,DNMG150608PP,CA525,335,KKTAC02653
null,TAD02653,DNMG150608PP,CA530,335,KKTAD02653
null,TJQ02653,DNMG150608PP,CA5515,370,KKTJQ02653
null,TJR02653,DNMG150608PP,CA5525,370,KKTJR02653
null,TJC03963,DNMG150608PP,PV7010,365,KKTJC03963
null,TJM03963,DNMG150608PP,PV7025,365,KKTJM03963
null,TLD03963,DNMG150608PP,PV720,365,KKTLD03963
null,TSC03963,DNMG150608PP,TN6010,320,KKTSC03963
null,TSQ03963,DNMG150608PP,TN6020,320,KKTSQ03963
null,TSR03963,DNMG150608PP,TN620,320,KKTSR03963
null,TAA02657,DNMG150608PQ,CA510,335,KKTAA02657
null,TAB02657,DNMG150608PQ,CA515,335,KKTAB02657
null,TAC02657,DNMG150608PQ,CA525,335,KKTAC02657
null,TAD02657,DNMG150608PQ,CA530,335,KKTAD02657
null,TJQ02657,DNMG150608PQ,CA5515,370,KKTJQ02657
null,TJR02657,DNMG150608PQ,CA5525,370,KKTJR02657
null,TJC03973,DNMG150608PQ,PV7010,365,KKTJC03973
null,TJM03973,DNMG150608PQ,PV7025,365,KKTJM03973
null,TLD03973,DNMG150608PQ,PV720,365,KKTLD03973
null,TSC03973,DNMG150608PQ,TN6010,320,KKTSC03973
null,TSQ03973,DNMG150608PQ,TN6020,320,KKTSQ03973
null,TSR03973,DNMG150608PQ,TN620,320,KKTSR03973
null,TAA02456,DNMG150608PS,CA510,335,KKTAA02456
null,TAB02456,DNMG150608PS,CA515,335,KKTAB02456
null,TAC02456,DNMG150608PS,CA525,335,KKTAC02456
null,TAD02456,DNMG150608PS,CA530,335,KKTAD02456
null,TJS02456,DNMG150608PS,CA5505,370,KKTJS02456
null,TJQ02456,DNMG150608PS,CA5515,370,KKTJQ02456
null,TJR02456,DNMG150608PS,CA5525,370,KKTJR02456
null,TJT02456,DNMG150608PS,CA5535,370,KKTJT02456
null,TJU02456,DNMG150608PS,CA6515,335,KKTJU02456
null,TJV02456,DNMG150608PS,CA6525,335,KKTJV02456
null,TJZ02456,DNMG150608PS,PR1125,350,KKTJZ02456
null,TJC03957,DNMG150608PS,PV7010,365,KKTJC03957
null,TJM03957,DNMG150608PS,PV7025,365,KKTJM03957
null,TSC03957,DNMG150608PS,TN6010,320,KKTSC03957
null,TAA02480,DNMG150608PT,CA510,335,KKTAA02480
null,TAB02480,DNMG150608PT,CA515,335,KKTAB02480
null,TAC02480,DNMG150608PT,CA525,335,KKTAC02480
null,TAD02480,DNMG150608PT,CA530,335,KKTAD02480
null,TJS02480,DNMG150608PT,CA5505,370,KKTJS02480
null,TJQ02480,DNMG150608PT,CA5515,370,KKTJQ02480
null,TJR02480,DNMG150608PT,CA5525,370,KKTJR02480
null,TJT02480,DNMG150608PT,CA5535,370,KKTJT02480
null,TJV02480,DNMG150608PT,CA6525,335,KKTJV02480
null,TJQ02492,DNMG150608R-ST,CA5515,370,KKTJQ02492
null,TJR02492,DNMG150608R-ST,CA5525,370,KKTJR02492
null,TJU02522,DNMG150608TK,CA6515,335,KKTJU02522
null,TJV02522,DNMG150608TK,CA6525,335,KKTJV02522
null,TJZ02522,DNMG150608TK,PR1125,350,KKTJZ02522
null,TKP02522,DNMG150608TK,PR1305,420,KKTKP02522
null,TKR02522,DNMG150608TK,PR1310,420,KKTKR02522
null,TKQ02522,DNMG150608TK,PR1325,420,KKTKQ02522
null,TJC03941,DNMG150608XP,PV7010,365,KKTJC03941
null,TJL03941,DNMG150608XP,PV7020,380,KKTJL03941
null,TJQ02471,DNMG150608XQ,CA5515,370,KKTJQ02471
null,TJR02471,DNMG150608XQ,CA5525,370,KKTJR02471
null,TJC03946,DNMG150608XQ,PV7010,365,KKTJC03946
null,TJQ02473,DNMG150608XS,CA5515,370,KKTJQ02473
null,TJR02473,DNMG150608XS,CA5525,370,KKTJR02473
null,TJD02476,DNMG150608ZS,CA4505,335,KKTJD02476
null,TJH02476,DNMG150608ZS,CA4515,335,KKTJH02476
null,TJD02402,DNMG150612,CA4505,335,KKTJD02402
null,TJH02402,DNMG150612,CA4515,335,KKTJH02402
null,TAA02402,DNMG150612,CA510,335,KKTAA02402
null,TAB02402,DNMG150612,CA515,335,KKTAB02402
null,TAC02402,DNMG150612,CA525,335,KKTAC02402
null,TAD02402,DNMG150612,CA530,335,KKTAD02402
null,TJQ02402,DNMG150612,CA5515,370,KKTJQ02402
null,TJR02402,DNMG150612,CA5525,370,KKTJR02402
null,TJH02412,DNMG150612C,CA4515,335,KKTJH02412
null,TAA02487,DNMG150612CJ,CA510,335,KKTAA02487
null,TAB02487,DNMG150612CJ,CA515,335,KKTAB02487
null,TAC02487,DNMG150612CJ,CA525,335,KKTAC02487
null,TAD02487,DNMG150612CJ,CA530,335,KKTAD02487
null,TJS02487,DNMG150612CJ,CA5505,370,KKTJS02487
null,TJQ02487,DNMG150612CJ,CA5515,370,KKTJQ02487
null,TJR02487,DNMG150612CJ,CA5525,370,KKTJR02487
null,TAA02417,DNMG150612CQ,CA510,335,KKTAA02417
null,TAB02417,DNMG150612CQ,CA515,335,KKTAB02417
null,TAC02417,DNMG150612CQ,CA525,335,KKTAC02417
null,TAD02417,DNMG150612CQ,CA530,335,KKTAD02417
null,TJS02417,DNMG150612CQ,CA5505,370,KKTJS02417
null,TJQ02417,DNMG150612CQ,CA5515,370,KKTJQ02417
null,TJR02417,DNMG150612CQ,CA5525,370,KKTJR02417
null,TJT02417,DNMG150612CQ,CA5535,370,KKTJT02417
null,TJL03917,DNMG150612CQ,PV7020,380,KKTJL03917
null,TJH02421,DNMG150612GC,CA4515,335,KKTJH02421
null,TJQ02432,DNMG150612GS,CA5515,370,KKTJQ02432
null,TAA02441,DNMG150612GT,CA510,335,KKTAA02441
null,TAB02441,DNMG150612GT,CA515,335,KKTAB02441
null,TAC02441,DNMG150612GT,CA525,335,KKTAC02441
null,TAD02441,DNMG150612GT,CA530,335,KKTAD02441
null,TJQ02441,DNMG150612GT,CA5515,370,KKTJQ02441
null,TJR02441,DNMG150612GT,CA5525,370,KKTJR02441
null,TAA02447,DNMG150612HQ,CA510,335,KKTAA02447
null,TAB02447,DNMG150612HQ,CA515,335,KKTAB02447
null,TAC02447,DNMG150612HQ,CA525,335,KKTAC02447
null,TAD02447,DNMG150612HQ,CA530,335,KKTAD02447
null,TJS02447,DNMG150612HQ,CA5505,370,KKTJS02447
null,TJQ02447,DNMG150612HQ,CA5515,370,KKTJQ02447
null,TJR02447,DNMG150612HQ,CA5525,370,KKTJR02447
null,TJT02447,DNMG150612HQ,CA5535,370,KKTJT02447
null,TJC03932,DNMG150612HQ,PV7010,365,KKTJC03932
null,TSC03932,DNMG150612HQ,TN6010,320,KKTSC03932
null,TJR02452,DNMG150612HS,CA5525,370,KKTJR02452
null,TSJ00880,DNMG150612HS,TN60,335,KKTSJ00880
null,TJU02516,DNMG150612MS,CA6515,335,KKTJU02516
null,TJV02516,DNMG150612MS,CA6525,335,KKTJV02516
null,TJZ02516,DNMG150612MS,PR1125,350,KKTJZ02516
null,TKP02510,DNMG150612MS,PR1305,420,KKTKP02510
null,TKR02510,DNMG150612MS,PR1310,420,KKTKR02510
null,TKQ02510,DNMG150612MS,PR1325,420,KKTKQ02510
null,TLC02510,DNMG150612MS,PR1535,420,KKTLC02510
null,TAA03959,DNMG150612PG,CA510,335,KKTAA03959
null,TAB03959,DNMG150612PG,CA515,335,KKTAB03959
null,TAC03959,DNMG150612PG,CA525,335,KKTAC03959
null,TAD03959,DNMG150612PG,CA530,335,KKTAD03959
null,TLD03982,DNMG150612PG,PV720,365,KKTLD03982
null,TSR03982,DNMG150612PG,TN620,320,KKTSR03982
null,TLC02525,DNMG150612PG,PR1535,420,KKTLC02525
null,TJD02527,DNMG150612PH,CA4505,335,KKTJD02527
null,TJH02527,DNMG150612PH,CA4515,335,KKTJH02527
null,TAA02527,DNMG150612PH,CA510,335,KKTAA02527
null,TAB02527,DNMG150612PH,CA515,335,KKTAB02527
null,TAC02527,DNMG150612PH,CA525,335,KKTAC02527
null,TAD02527,DNMG150612PH,CA530,335,KKTAD02527
null,TJQ02527,DNMG150612PH,CA5515,370,KKTJQ02527
null,TJR02527,DNMG150612PH,CA5525,370,KKTJR02527
null,TJT02527,DNMG150612PH,CA5535,370,KKTJT02527
null,TAA02654,DNMG150612PP,CA510,335,KKTAA02654
null,TAB03954,DNMG150612PP,CA515,335,KKTAB03954
null,TAC02654,DNMG150612PP,CA525,335,KKTAC02654
null,TAD02654,DNMG150612PP,CA530,335,KKTAD02654
null,TJC03964,DNMG150612PP,PV7010,365,KKTJC03964
null,TJM03964,DNMG150612PP,PV7025,365,KKTJM03964
null,TLD03964,DNMG150612PP,PV720,365,KKTLD03964
null,TSC03964,DNMG150612PP,TN6010,320,KKTSC03964
null,TSQ03964,DNMG150612PP,TN6020,320,KKTSQ03964
null,TSR03964,DNMG150612PP,TN620,320,KKTSR03964
null,TAA02658,DNMG150612PQ,CA510,335,KKTAA02658
null,TAB02658,DNMG150612PQ,CA515,335,KKTAB02658
null,TAC02658,DNMG150612PQ,CA525,335,KKTAC02658
null,TAD02658,DNMG150612PQ,CA530,335,KKTAD02658
null,TJQ02658,DNMG150612PQ,CA5515,370,KKTJQ02658
null,TJR02658,DNMG150612PQ,CA5525,370,KKTJR02658
null,TJC03974,DNMG150612PQ,PV7010,365,KKTJC03974
null,TJM03974,DNMG150612PQ,PV7025,365,KKTJM03974
null,TLD03974,DNMG150612PQ,PV720,365,KKTLD03974
null,TSC03974,DNMG150612PQ,TN6010,320,KKTSC03974
null,TSQ03974,DNMG150612PQ,TN6020,320,KKTSQ03974
null,TSR03974,DNMG150612PQ,TN620,320,KKTSR03974
null,TAA02457,DNMG150612PS,CA510,335,KKTAA02457
null,TAB02457,DNMG150612PS,CA515,335,KKTAB02457
null,TAC02457,DNMG150612PS,CA525,335,KKTAC02457
null,TAD02457,DNMG150612PS,CA530,335,KKTAD02457
null,TJS02457,DNMG150612PS,CA5505,370,KKTJS02457
null,TJQ02457,DNMG150612PS,CA5515,370,KKTJQ02457
null,TJR02457,DNMG150612PS,CA5525,370,KKTJR02457
null,TJT02457,DNMG150612PS,CA5535,370,KKTJT02457
null,TJU02457,DNMG150612PS,CA6515,335,KKTJU02457
null,TJV02457,DNMG150612PS,CA6525,335,KKTJV02457
null,TJC03958,DNMG150612PS,PV7010,365,KKTJC03958
null,TJM03958,DNMG150612PS,PV7025,365,KKTJM03958
null,TSC03958,DNMG150612PS,TN6010,320,KKTSC03958
null,TAA02481,DNMG150612PT,CA510,335,KKTAA02481
null,TAB02481,DNMG150612PT,CA515,335,KKTAB02481
null,TAC02481,DNMG150612PT,CA525,335,KKTAC02481
null,TAD02481,DNMG150612PT,CA530,335,KKTAD02481
null,TJS02481,DNMG150612PT,CA5505,370,KKTJS02481
null,TJQ02481,DNMG150612PT,CA5515,370,KKTJQ02481
null,TJR02481,DNMG150612PT,CA5525,370,KKTJR02481
null,TJT02481,DNMG150612PT,CA5535,370,KKTJT02481
null,TJU02481,DNMG150612PT,CA6515,335,KKTJU02481
null,TJD02477,DNMG150612ZS,CA4505,335,KKTJD02477
null,TJH02477,DNMG150612ZS,CA4515,335,KKTJH02477
null,TAA03960,DNMG150616PG,CA510,335,KKTAA03960
null,TAB03960,DNMG150616PG,CA515,335,KKTAB03960
null,TAC03960,DNMG150616PG,CA525,335,KKTAC03960
null,TAD03960,DNMG150616PG,CA530,335,KKTAD03960
null,TAA02528,DNMG150616PH,CA510,335,KKTAA02528
null,TAB02528,DNMG150616PH,CA515,335,KKTAB02528
null,TAC02528,DNMG150616PH,CA525,335,KKTAC02528
null,TAD02528,DNMG150616PH,CA530,335,KKTAD02528
null,TJQ02528,DNMG150616PH,CA5515,370,KKTJQ02528
null,TJR02528,DNMG150616PH,CA5525,370,KKTJR02528
null,TAA02458,DNMG150616PS,CA510,335,KKTAA02458
null,TAB02458,DNMG150616PS,CA515,335,KKTAB02458
null,TAC02458,DNMG150616PS,CA525,335,KKTAC02458
null,TAD02458,DNMG150616PS,CA530,335,KKTAD02458
null,TJQ02458,DNMG150616PS,CA5515,370,KKTJQ02458
null,TJR02458,DNMG150616PS,CA5525,370,KKTJR02458
null,TBR02600,DNMM150402M,KPD001,4085,KKTBR02600
null,TBE00410,DNMM150402M,KPD010,4490,KKTBE00410
null,TBR02620,DNMM150402M-NE,KPD001,3890,KKTBR02620
null,TBR02610,DNMM150402M-SE,KPD001,1490,KKTBR02610
null,TBE02410,DNMM150402M-SE,KPD010,1640,KKTBE02410
null,TBR02601,DNMM150404M,KPD001,4085,KKTBR02601
null,TBE00411,DNMM150404M,KPD010,4490,KKTBE00411
null,TBR02621,DNMM150404M-NE,KPD001,3890,KKTBR02621
null,TBR02611,DNMM150404M-SE,KPD001,1490,KKTBR02611
null,TBE02411,DNMM150404M-SE,KPD010,1640,KKTBE02411
null,TBR02602,DNMM150408M,KPD001,4085,KKTBR02602
null,TBE00412,DNMM150408M,KPD010,4490,KKTBE00412
null,TBR02622,DNMM150408M-NE,KPD001,3890,KKTBR02622
null,TBR02612,DNMM150408M-SE,KPD001,1490,KKTBR02612
null,TBE02412,DNMM150408M-SE,KPD010,1640,KKTBE02412
null,TAC02615,DNMM150408PX,CA525,300,KKTAC02615
null,TAD02615,DNMM150408PX,CA530,300,KKTAD02615
