id,ItemCode,Description,Grade,PriceList,MegaCode
null,TEA01580,2FESM080-190-08,SOLID ENDMILL,2960,KKTEA01580
null,TEA01710,2FESM080-200-08,SOLID ENDMILL,3590,KKTEA01710
null,TEA01581,2FESM081-190-10,SOLID ENDMILL,5650,KKTEA01581
null,TEA01582,2FESM082-190-10,SOLID ENDMILL,5650,KKTEA01582
null,TEA01583,2FESM083-190-10,SOLID ENDMILL,5650,KKTEA01583
null,TEA01584,2FESM084-190-10,SOLID ENDMILL,5650,KKTEA01584
null,TEA01585,2FESM085-190-10,SOLID ENDMILL,5650,KKTEA01585
null,TEA01586,2FESM086-190-10,SOLID ENDMILL,5650,KKTEA01586
null,TEA01587,2FESM087-190-10,SOLID ENDMILL,5650,KKTEA01587
null,TEA01588,2FESM088-190-10,SOLID ENDMILL,5650,KKTEA01588
null,TEA01589,2FESM089-190-10,SOLID ENDMILL,5650,KKTEA01589
null,TEA01590,2FESM090-190-10,SOLID ENDMILL,5380,KKTEA01590
null,TEA01591,2FESM091-190-10,SOLID ENDMILL,5650,KKTEA01591
null,TEA01592,2FESM092-190-10,SOLID ENDMILL,5650,KKTEA01592
null,TEA01593,2FESM093-190-10,SOLID ENDMILL,5650,KKTEA01593
null,TEA01594,2FESM094-190-10,SOLID ENDMILL,5650,KKTEA01594
null,TEA01595,2FESM095-190-10,SOLID ENDMILL,5520,KKTEA01595
null,TEA01596,2FESM096-220-10,SOLID ENDMILL,5830,KKTEA01596
null,TEA01597,2FESM097-220-10,SOLID ENDMILL,5830,KKTEA01597
null,TEA01598,2FESM098-220-10,SOLID ENDMILL,5830,KKTEA01598
null,TEA01599,2FESM099-220-10,SOLID ENDMILL,5830,KKTEA01599
null,TEA01600,2FESM100-220-10,SOLID ENDMILL,3500,KKTEA01600
null,TEA01712,2FESM100-250-10,SOLID ENDMILL,4245,KKTEA01712
null,TEA01605,2FESM105-220-12,SOLID ENDMILL,7625,KKTEA01605
null,TEA01610,2FESM110-220-12,SOLID ENDMILL,7625,KKTEA01610
null,TEA01615,2FESM115-220-12,SOLID ENDMILL,7850,KKTEA01615
null,TEA01620,2FESM120-260-12,SOLID ENDMILL,4935,KKTEA01620
null,TEA01630,2FESM130-260-16,SOLID ENDMILL,9865,KKTEA01630
null,TEA01640,2FESM140-260-16,SOLID ENDMILL,11885,KKTEA01640
null,TEA01650,2FESM150-300-16,SOLID ENDMILL,14800,KKTEA01650
null,TEA01660,2FESM160-320-16,SOLID ENDMILL,15245,KKTEA01660
null,TEA01010,2FESS010-015-04,SOLID ENDMILL,945,KKTEA01010
null,TEA01015,2FESS015-023-04,SOLID ENDMILL,945,KKTEA01015
null,TEA01020,2FESS020-030-04,SOLID ENDMILL,945,KKTEA01020
null,TEA01025,2FESS025-037-04,SOLID ENDMILL,945,KKTEA01025
null,TEA01030,2FESS030-045-06,SOLID ENDMILL,1255,KKTEA01030
null,TEA01035,2FESS035-052-06,SOLID ENDMILL,2245,KKTEA01035
null,TEA01040,2FESS040-060-06,SOLID ENDMILL,1390,KKTEA01040
null,TEA01045,2FESS045-067-06,SOLID ENDMILL,2555,KKTEA01045
null,TEA01050,2FESS050-075-06,SOLID ENDMILL,1480,KKTEA01050
null,TEA01055,2FESS055-082-06,SOLID ENDMILL,2555,KKTEA01055
null,TEA01060,2FESS060-090-06,SOLID ENDMILL,1660,KKTEA01060
null,TEA01070,2FESS070-105-08,SOLID ENDMILL,4350,KKTEA01070
null,TEA01080,2FESS080-120-08,SOLID ENDMILL,2960,KKTEA01080
null,TEA01090,2FESS090-135-10,SOLID ENDMILL,4895,KKTEA01090
null,TEA01100,2FESS100-150-10,SOLID ENDMILL,3500,KKTEA01100
null,TEA01120,2FESS120-180-12,SOLID ENDMILL,4980,KKTEA01120
null,TEA01140,2FESS140-210-16,SOLID ENDMILL,11885,KKTEA01140
null,TEA01150,2FESS150-230-16,SOLID ENDMILL,14800,KKTEA01150
null,TEA01160,2FESS160-240-16,SOLID ENDMILL,15245,KKTEA01160
null,TEA03030,2FESW030-030-04,SOLID ENDMILL,1210,KKTEA03030
null,TEA03035,2FESW035-035-04,SOLID ENDMILL,1345,KKTEA03035
null,TEA03040,2FESW040-040-04,SOLID ENDMILL,1345,KKTEA03040
null,TEA03051,2FESW050-050-05A,SOLID ENDMILL,1480,KKTEA03051
null,TEA03050,2FESW050-050-06,SOLID ENDMILL,1435,KKTEA03050
null,TEA03061,2FESW060-060-05A,SOLID ENDMILL,1860,KKTEA03061
null,TEA03060,2FESW060-060-06,SOLID ENDMILL,1615,KKTEA03060
null,TEA03070,2FESW070-070-07,SOLID ENDMILL,2470,KKTEA03070
null,TEA03078,2FESW080-080-07,SOLID ENDMILL,3095,KKTEA03078
null,TEA03080,2FESW080-080-08,SOLID ENDMILL,2690,KKTEA03080
null,TEA03094,2FESW100-080-07,SOLID ENDMILL,3635,KKTEA03094
null,TEA03100,2FESW100-080-10,SOLID ENDMILL,3185,KKTEA03100
null,TEA03118,2FESW120-080-10,SOLID ENDMILL,4755,KKTEA03118
null,TEA03119,2FESW120-080-12,SOLID ENDMILL,4890,KKTEA03119
null,TEA03130,2FESW130-080-13,SOLID ENDMILL,6055,KKTEA03130
null,TEB01310,2NFSM010-040-04,SOLID ENDMILL,1980,KKTEB01310
null,TEB01315,2NFSM015-060-04,SOLID ENDMILL,1980,KKTEB01315
null,TEB01320,2NFSM020-080-04,SOLID ENDMILL,1980,KKTEB01320
null,TEB01325,2NFSM025-080-04,SOLID ENDMILL,2060,KKTEB01325
null,TEB01330,2NFSM030-080-06,SOLID ENDMILL,2305,KKTEB01330
null,TEB01340,2NFSM040-080-06,SOLID ENDMILL,1935,KKTEB01340
null,TEB01350,2NFSM050-140-06,SOLID ENDMILL,1935,KKTEB01350
null,TEB01360,2NFSM060-160-06,SOLID ENDMILL,1885,KKTEB01360
null,TEB01380,2NFSM080-200-08,SOLID ENDMILL,3400,KKTEB01380
null,TEB01400,2NFSM100-220-10,SOLID ENDMILL,4445,KKTEB01400
null,TEB01420,2NFSM120-250-12,SOLID ENDMILL,7115,KKTEB01420
null,TEB01460,2NFSM160-320-16,SOLID ENDMILL,9150,KKTEB01460
null,TEB01500,2NFSM200-380-20,SOLID ENDMILL,20705,KKTEB01500
null,TEA05820,2SEB020-050-R10,SOLID ENDMILL,1645,KKTEA05820
null,TEA05830,2SEB030-080-R15,SOLID ENDMILL,1975,KKTEA05830
null,TEA05840,2SEB040-080-R20,SOLID ENDMILL,2255,KKTEA05840
null,TEA05850,2SEB050-100-R25,SOLID ENDMILL,2680,KKTEA05850
null,TEA05860,2SEB060-120-R30,SOLID ENDMILL,2820,KKTEA05860
null,TEA05880,2SEB080-140-R40,SOLID ENDMILL,4135,KKTEA05880
null,TEA05900,2SEB100-180-R50,SOLID ENDMILL,5170,KKTEA05900
null,TEA05920,2SEB120-220-R60,SOLID ENDMILL,8220,KKTEA05920
null,TEA05930,2SEB160-300-R80,SOLID ENDMILL,22545,KKTEA05930
null,TEB01010,2UEBS010-030-04,SOLID ENDMILL,1730,KKTEB01010
null,TEB01020,2UEBS020-030-04,SOLID ENDMILL,1525,KKTEB01020
null,TEB01030,2UEBS030-095-06,SOLID ENDMILL,1815,KKTEB01030
null,TEB01040,2UEBS040-120-06,SOLID ENDMILL,1870,KKTEB01040
null,TEB01050,2UEBS050-140-06,SOLID ENDMILL,2050,KKTEB01050
null,TEB01060,2UEBS060-160-06,SOLID ENDMILL,2270,KKTEB01060
null,TEB01080,2UEBS080-200-08,SOLID ENDMILL,3230,KKTEB01080
null,TEB01100,2UEBS100-220-10,SOLID ENDMILL,4440,KKTEB01100
null,TEB01120,2UEBS120-250-12,SOLID ENDMILL,5805,KKTEB01120
null,TEB01160,2UEBS160-320-16,SOLID ENDMILL,21485,KKTEB01160
null,TEB01200,2UEBS200-380-20,SOLID ENDMILL,29960,KKTEB01200
null,TEA06000,2ZDK010S,,2990,KKTEA06000
null,TEA06002,2ZDK011S,,2990,KKTEA06002
null,TEA06004,2ZDK012S,,2990,KKTEA06004
null,TEA06006,2ZDK013S,,2990,KKTEA06006
null,TEA06008,2ZDK014S,,2990,KKTEA06008
null,TEA06010,2ZDK015S,,2990,KKTEA06010
null,TEA06012,2ZDK016S,,2990,KKTEA06012
null,TEA06014,2ZDK017S,,2990,KKTEA06014
null,TEA06016,2ZDK018S,,2990,KKTEA06016
null,TEA06018,2ZDK019S,,2990,KKTEA06018
null,TEA06020,2ZDK020S,,2990,KKTEA06020
null,TEA06022,2ZDK021S,,2990,KKTEA06022
null,TEA06024,2ZDK022S,,2990,KKTEA06024
null,TEA06026,2ZDK023S,,2990,KKTEA06026
null,TEA06028,2ZDK024S,,2990,KKTEA06028
null,TEA06030,2ZDK025S,,2990,KKTEA06030
null,TEA06032,2ZDK026S,,2990,KKTEA06032
null,TEA06034,2ZDK027S,,2990,KKTEA06034
null,TEA06036,2ZDK028S,,2990,KKTEA06036
null,TEA06038,2ZDK029S,,2990,KKTEA06038
null,TEA05530,2ZDK030,SOLID ENDMILL,3805,KKTEA05530
null,TEA06040,2ZDK030S,,2990,KKTEA06040
null,TEA06042,2ZDK031S,,3135,KKTEA06042
null,TEA06044,2ZDK032S,,3135,KKTEA06044
null,TEA05533,2ZDK033,SOLID ENDMILL,3725,KKTEA05533
null,TEA06046,2ZDK033S,,3135,KKTEA06046
null,TEA06048,2ZDK034S,,3135,KKTEA06048
null,TEA05535,2ZDK035,SOLID ENDMILL,3725,KKTEA05535
null,TEA06050,2ZDK035S,,3135,KKTEA06050
null,TEA06052,2ZDK036S,,3135,KKTEA06052
null,TEA06054,2ZDK037S,,3135,KKTEA06054
null,TEA06056,2ZDK038S,,3135,KKTEA06056
null,TEA06058,2ZDK039S,,3135,KKTEA06058
null,TEA05540,2ZDK040,SOLID ENDMILL,3725,KKTEA05540
null,TEA06060,2ZDK040S,,3135,KKTEA06060
null,TEA06062,2ZDK041S,,3415,KKTEA06062
null,TEA05542,2ZDK042,SOLID ENDMILL,4060,KKTEA05542
null,TEA06064,2ZDK042S,,3415,KKTEA06064
null,TEA06066,2ZDK043S,,3415,KKTEA06066
null,TEA06068,2ZDK044S,,3415,KKTEA06068
null,TEA05545,2ZDK045,SOLID ENDMILL,4060,KKTEA05545
null,TEA06070,2ZDK045S,,3415,KKTEA06070
null,TEA06072,2ZDK046S,,3415,KKTEA06072
null,TEA06074,2ZDK047S,,3415,KKTEA06074
null,TEA06076,2ZDK048S,,3415,KKTEA06076
null,TEA06078,2ZDK049S,,3415,KKTEA06078
null,TEA05550,2ZDK050,SOLID ENDMILL,4060,KKTEA05550
null,TEA06080,2ZDK050S,,3415,KKTEA06080
null,TEA06082,2ZDK051S,,3515,KKTEA06082
null,TEA06084,2ZDK052S,,3515,KKTEA06084
null,TEA05553,2ZDK053,SOLID ENDMILL,4170,KKTEA05553
null,TEA06086,2ZDK053S,,3515,KKTEA06086
null,TEA06088,2ZDK054S,,3515,KKTEA06088
null,TEA05555,2ZDK055,SOLID ENDMILL,4170,KKTEA05555
null,TEA06090,2ZDK055S,,3515,KKTEA06090
null,TEA05556,2ZDK056,SOLID ENDMILL,4170,KKTEA05556
null,TEA06092,2ZDK056S,,3515,KKTEA06092
null,TEA06094,2ZDK057S,,3515,KKTEA06094
null,TEA06096,2ZDK058S,,3515,KKTEA06096
null,TEA06098,2ZDK059S,,3515,KKTEA06098
null,TEA05560,2ZDK060,SOLID ENDMILL,4170,KKTEA05560
null,TEA06100,2ZDK060S,,3515,KKTEA06100
null,TEA06101,2ZDK060S-P,,4600,KKTEA06101
null,TEA06102,2ZDK061S,,4600,KKTEA06102
null,TEA06104,2ZDK062S,,4600,KKTEA06104
null,TEA06106,2ZDK063S,,4600,KKTEA06106
null,TEA06108,2ZDK064S,,4600,KKTEA06108
null,TEA05565,2ZDK065,SOLID ENDMILL,5470,KKTEA05565
null,TEA06110,2ZDK065S,,4600,KKTEA06110
null,TEA06112,2ZDK066S,,4600,KKTEA06112
null,TEA06114,2ZDK067S,,4600,KKTEA06114
null,TEA05568,2ZDK068,SOLID ENDMILL,5470,KKTEA05568
null,TEA06116,2ZDK068S,,4600,KKTEA06116
null,TEA06118,2ZDK069S,,4600,KKTEA06118
null,TEA05570,2ZDK070,SOLID ENDMILL,5470,KKTEA05570
null,TEA06120,2ZDK070S,,4600,KKTEA06120
null,TEA06122,2ZDK071S,,4600,KKTEA06122
null,TEA06124,2ZDK072S,,4600,KKTEA06124
null,TEA06126,2ZDK073S,,4600,KKTEA06126
null,TEA06128,2ZDK074S,,4600,KKTEA06128
null,TEA05575,2ZDK075,SOLID ENDMILL,5470,KKTEA05575
null,TEA06130,2ZDK075S,,4600,KKTEA06130
null,TEA06132,2ZDK076S,,5220,KKTEA06132
null,TEA06134,2ZDK077S,,5220,KKTEA06134
null,TEA06136,2ZDK078S,,5220,KKTEA06136
null,TEA06138,2ZDK079S,,5220,KKTEA06138
null,TEA05580,2ZDK080,SOLID ENDMILL,6200,KKTEA05580
null,TEA06140,2ZDK080S,,5220,KKTEA06140
null,TEA06142,2ZDK081S,,6075,KKTEA06142
null,TEA06144,2ZDK082S,,6075,KKTEA06144
null,TEA06146,2ZDK083S,,6075,KKTEA06146
null,TEA06148,2ZDK084S,,6075,KKTEA06148
null,TEA05585,2ZDK085,SOLID ENDMILL,7215,KKTEA05585
null,TEA06150,2ZDK085S,,6075,KKTEA06150
null,TEA06152,2ZDK086S,,6075,KKTEA06152
null,TEA06154,2ZDK087S,,6075,KKTEA06154
null,TEA05588,2ZDK088,SOLID ENDMILL,7215,KKTEA05588
null,TEA06156,2ZDK088S,,6075,KKTEA06156
null,TEA06158,2ZDK089S,,6075,KKTEA06158
null,TEA05590,2ZDK090,SOLID ENDMILL,7215,KKTEA05590
null,TEA06160,2ZDK090S,,6075,KKTEA06160
null,TEA06162,2ZDK091S,,6075,KKTEA06162
null,TEA06164,2ZDK092S,,6075,KKTEA06164
null,TEA06166,2ZDK093S,,6075,KKTEA06166
null,TEA06168,2ZDK094S,,6075,KKTEA06168
null,TEA05595,2ZDK095,SOLID ENDMILL,7215,KKTEA05595
null,TEA06170,2ZDK095S,,6075,KKTEA06170
null,TEA06172,2ZDK096S,,6075,KKTEA06172
null,TEA06174,2ZDK097S,,6075,KKTEA06174
null,TEA06176,2ZDK098S,,6075,KKTEA06176
null,TEA06178,2ZDK099S,,6075,KKTEA06178
null,TEA05600,2ZDK100,SOLID ENDMILL,7215,KKTEA05600
null,TEA06180,2ZDK100S,,6075,KKTEA06180
null,TEA06182,2ZDK101S,,7975,KKTEA06182
null,TEA06184,2ZDK102S,,7975,KKTEA06184
null,TEA05603,2ZDK103,SOLID ENDMILL,9470,KKTEA05603
null,TEA06186,2ZDK103S,,7975,KKTEA06186
null,TEA06188,2ZDK104S,,7975,KKTEA06188
null,TEA05605,2ZDK105,SOLID ENDMILL,9470,KKTEA05605
null,TEA06190,2ZDK105S,,7975,KKTEA06190
null,TEA06192,2ZDK106S,,7975,KKTEA06192
null,TEA06194,2ZDK107S,,7975,KKTEA06194
null,TEA06196,2ZDK108S,,7975,KKTEA06196
null,TEA06198,2ZDK109S,,7975,KKTEA06198
null,TEA05610,2ZDK110,SOLID ENDMILL,9470,KKTEA05610
null,TEA06200,2ZDK110S,,7975,KKTEA06200
null,TEA06202,2ZDK111S,,7975,KKTEA06202
null,TEA06204,2ZDK112S,,7975,KKTEA06204
null,TEA06206,2ZDK113S,,7975,KKTEA06206
null,TEA06208,2ZDK114S,,7975,KKTEA06208
null,TEA05615,2ZDK115,SOLID ENDMILL,10485,KKTEA05615
null,TEA06210,2ZDK115S,,7975,KKTEA06210
null,TEA06212,2ZDK116S,,8825,KKTEA06212
null,TEA06214,2ZDK117S,,8825,KKTEA06214
null,TEA06216,2ZDK118S,,8825,KKTEA06216
null,TEA06218,2ZDK119S,,8825,KKTEA06218
null,TEA05620,2ZDK120,SOLID ENDMILL,10485,KKTEA05620
null,TEA06220,2ZDK120S,,8825,KKTEA06220
null,TEA06230,2ZDK125S,,9605,KKTEA06230
null,TEA06240,2ZDK130S,,9690,KKTEA06240
null,TEA06250,2ZDK135S,,11745,KKTEA06250
null,TEA06260,2ZDK140S,,11265,KKTEA06260
null,TEA06300,2ZDK160S,,14630,KKTEA06300
null,TEA06320,2ZDK170S,,20165,KKTEA06320
null,TEA06330,2ZDK175S,,20955,KKTEA06330
null,TEA06340,2ZDK180S,,20955,KKTEA06340
null,TEA06380,2ZDK200S,,26090,KKTEA06380
null,TPC03020,346CL,PARTS,1955,KKTPC03020
null,TPC03010,346CR,PARTS,1955,KKTPC03010
null,TEB07712,3AESL060-240-06,SOLID ENDMILL,3125,KKTEB07712
null,TEB07716,3AESL080-280-08,SOLID ENDMILL,4065,KKTEB07716
null,TEB07720,3AESL100-340-10,SOLID ENDMILL,5195,KKTEB07720
null,TEB07724,3AESL120-450-12,SOLID ENDMILL,7205,KKTEB07724
null,TEB07732,3AESL160-560-16,SOLID ENDMILL,13730,KKTEB07732
null,TEB07740,3AESL200-600-20,SOLID ENDMILL,23620,KKTEB07740
null,TEB07750,3AESL250-800-25,SOLID ENDMILL,36150,KKTEB07750
null,TEB04660,3AESM060-130-06,SOLID ENDMILL,2305,KKTEB04660
null,TEB04680,3AESM080-160-08,SOLID ENDMILL,3455,KKTEB04680
null,TEB04700,3AESM100-220-10,SOLID ENDMILL,4320,KKTEB04700
null,TEB04720,3AESM120-260-12,SOLID ENDMILL,6010,KKTEB04720
null,TEB04760,3AESM160-320-16,SOLID ENDMILL,11135,KKTEB04760
null,TEB04800,3AESM200-380-20,SOLID ENDMILL,18560,KKTEB04800
null,TEB04805,3AESM250-450-25,SOLID ENDMILL,36755,KKTEB04805
null,TEA03230,3FESW030-030-04,SOLID ENDMILL,1345,KKTEA03230
null,TEA03235,3FESW035-035-04,SOLID ENDMILL,1505,KKTEA03235
null,TEA03240,3FESW040-040-04,SOLID ENDMILL,1505,KKTEA03240
null,TEA03251,3FESW050-050-05A,SOLID ENDMILL,1775,KKTEA03251
null,TEA03250,3FESW050-050-06,SOLID ENDMILL,1595,KKTEA03250
null,TEA03261,3FESW060-060-05A,SOLID ENDMILL,2155,KKTEA03261
null,TEA03260,3FESW060-060-06,SOLID ENDMILL,1730,KKTEA03260
null,TEA03270,3FESW070-070-07,SOLID ENDMILL,2645,KKTEA03270
null,TEA03278,3FESW080-080-07,SOLID ENDMILL,3390,KKTEA03278
null,TEA03280,3FESW080-080-08,SOLID ENDMILL,2850,KKTEA03280
null,TEA03294,3FESW100-080-07,SOLID ENDMILL,4485,KKTEA03294
null,TEA03300,3FESW100-080-10,SOLID ENDMILL,3610,KKTEA03300
null,TEA03316,3FESW120-080-10,SOLID ENDMILL,4935,KKTEA03316
null,TEA03317,3FESW120-080-12,SOLID ENDMILL,5070,KKTEA03317
null,TEA03330,3FESW130-080-13,SOLID ENDMILL,6570,KKTEA03330
null,TEB08236,3NESM030-120-06,SOLID ENDMILL,2015,KKTEB08236
null,TEB08238,3NESM040-120-06,SOLID ENDMILL,2255,KKTEB08238
null,TEB08240,3NESM050-140-06,SOLID ENDMILL,2255,KKTEB08240
null,TEB08242,3NESM060-160-06,SOLID ENDMILL,2100,KKTEB08242
null,TEB08246,3NESM080-200-08,SOLID ENDMILL,3315,KKTEB08246
null,TEB08250,3NESM100-220-10,SOLID ENDMILL,4030,KKTEB08250
null,TEB08254,3NESM120-250-12,SOLID ENDMILL,5665,KKTEB08254
null,TEB08262,3NESM160-320-16,SOLID ENDMILL,10335,KKTEB08262
null,TEB08270,3NESM200-380-20,SOLID ENDMILL,19965,KKTEB08270
null,TEB07856,3NFSL030-190-06,SOLID ENDMILL,2580,KKTEB07856
null,TEB07858,3NFSL040-190-06,SOLID ENDMILL,2820,KKTEB07858
null,TEB07860,3NFSL050-200-06,SOLID ENDMILL,2820,KKTEB07860
null,TEB07862,3NFSL060-280-06,SOLID ENDMILL,3010,KKTEB07862
null,TEB07866,3NFSL080-300-08,SOLID ENDMILL,3290,KKTEB07866
null,TEB07870,3NFSL100-340-10,SOLID ENDMILL,4685,KKTEB07870
null,TEB07874,3NFSL120-450-12,SOLID ENDMILL,6550,KKTEB07874
null,TEB07882,3NFSL160-560-16,SOLID ENDMILL,12130,KKTEB07882
null,TEB07890,3NFSL200-600-20,SOLID ENDMILL,22710,KKTEB07890
null,TEB01630,3NFSM030-120-06,SOLID ENDMILL,2125,KKTEB01630
null,TEB01640,3NFSM040-120-06,SOLID ENDMILL,2230,KKTEB01640
null,TEB01650,3NFSM050-140-06,SOLID ENDMILL,2250,KKTEB01650
null,TEB01660,3NFSM060-160-06,SOLID ENDMILL,1885,KKTEB01660
null,TEB01680,3NFSM080-200-08,SOLID ENDMILL,3090,KKTEB01680
null,TEB01700,3NFSM100-220-10,SOLID ENDMILL,3925,KKTEB01700
null,TEB01720,3NFSM120-250-12,SOLID ENDMILL,6010,KKTEB01720
null,TEB01760,3NFSM160-320-16,SOLID ENDMILL,10145,KKTEB01760
null,TEB01800,3NFSM200-380-20,SOLID ENDMILL,15840,KKTEB01800
null,TEB07562,3RDSL060-240-06,SOLID ENDMILL,3485,KKTEB07562
null,TEB07566,3RDSL080-280-08,SOLID ENDMILL,4530,KKTEB07566
null,TEB04340,3RDSM040-110-06,SOLID ENDMILL,2725,KKTEB04340
null,TEB04350,3RDSM050-130-06,SOLID ENDMILL,2930,KKTEB04350
null,TEB04360,3RDSM060-130-06,SOLID ENDMILL,2770,KKTEB04360
null,TEB04380,3RDSM080-160-08,SOLID ENDMILL,4185,KKTEB04380
null,TEB06440,3RFRS040-040-06-R075,SOLID ENDMILL,6160,KKTEB06440
null,TEB06450,3RFRS050-050-06-R075,SOLID ENDMILL,6890,KKTEB06450
null,TEB06730,3UEBS030-070-06,SOLID ENDMILL,3035,KKTEB06730
null,TEB06740,3UEBS040-080-06,SOLID ENDMILL,2250,KKTEB06740
null,TEB06750,3UEBS050-100-06,SOLID ENDMILL,2355,KKTEB06750
null,TEB06760,3UEBS060-100-06,SOLID ENDMILL,2355,KKTEB06760
null,TEB06780,3UEBS080-160-08,SOLID ENDMILL,4240,KKTEB06780
null,TEB06800,3UEBS100-190-10,SOLID ENDMILL,4660,KKTEB06800
null,TEB06820,3UEBS120-220-12,SOLID ENDMILL,6015,KKTEB06820
null,TEB01910,3UFSM010-030-04,SOLID ENDMILL,1970,KKTEB01910
null,TEB01915,3UFSM015-030-04,SOLID ENDMILL,1970,KKTEB01915
null,TEB01920,3UFSM020-030-04,SOLID ENDMILL,1970,KKTEB01920
null,TEB01925,3UFSM025-040-04,SOLID ENDMILL,2020,KKTEB01925
null,TEB01930,3UFSM030-080-06,SOLID ENDMILL,2250,KKTEB01930
null,TEB01940,3UFSM040-120-06,SOLID ENDMILL,2090,KKTEB01940
null,TEB01950,3UFSM050-140-06,SOLID ENDMILL,2250,KKTEB01950
null,TEB01960,3UFSM060-160-06,SOLID ENDMILL,1885,KKTEB01960
null,TEB01980,3UFSM080-200-08,SOLID ENDMILL,3295,KKTEB01980
null,TEB02000,3UFSM100-220-10,SOLID ENDMILL,4445,KKTEB02000
null,TEB02020,3UFSM120-250-12,SOLID ENDMILL,4600,KKTEB02020
null,TEB02060,3UFSM160-320-16,SOLID ENDMILL,11785,KKTEB02060
null,TEB02100,3UFSM200-380-20,SOLID ENDMILL,20445,KKTEB02100
null,TEA05216,3ZFKM030-060-06,SOLID ENDMILL,4155,KKTEA05216
null,TEA05256,3ZFKM030-080-06,SOLID ENDMILL,3730,KKTEA05256
null,TEA05218,3ZFKM040-080-06,SOLID ENDMILL,4345,KKTEA05218
null,TEA05258,3ZFKM040-120-06,SOLID ENDMILL,3900,KKTEA05258
null,TEA05220,3ZFKM050-100-06,SOLID ENDMILL,4665,KKTEA05220
null,TEA05260,3ZFKM050-130-06,SOLID ENDMILL,4190,KKTEA05260
null,TEA05222,3ZFKM060-130-06,SOLID ENDMILL,4855,KKTEA05222
null,TEA05224,3ZFKM070-160-08,SOLID ENDMILL,6265,KKTEA05224
null,TEA05226,3ZFKM080-190-08,SOLID ENDMILL,6265,KKTEA05226
null,TEA05230,3ZFKM100-220-10,SOLID ENDMILL,7345,KKTEA05230
null,TEA05234,3ZFKM120-260-12,SOLID ENDMILL,10735,KKTEA05234
null,TEA05262,3ZFKM160-350-16,SOLID ENDMILL,20655,KKTEA05262
null,TEA05182,3ZFKS060-090-06,SOLID ENDMILL,4855,KKTEA05182
null,TEA05184,3ZFKS070-105-08,SOLID ENDMILL,6265,KKTEA05184
null,TEA05186,3ZFKS080-120-08,SOLID ENDMILL,6265,KKTEA05186
null,TEA05190,3ZFKS100-150-10,SOLID ENDMILL,7345,KKTEA05190
null,TEA05194,3ZFKS120-180-12,SOLID ENDMILL,10735,KKTEA05194
null,TEA04630,4FEKM030-100-06,SOLID ENDMILL,1525,KKTEA04630
null,TEA04635,4FEKM035-100-06,SOLID ENDMILL,3275,KKTEA04635
null,TEA04640,4FEKM040-110-06,SOLID ENDMILL,1705,KKTEA04640
null,TEA04645,4FEKM045-110-06,SOLID ENDMILL,3545,KKTEA04645
null,TEA04650,4FEKM050-130-06,SOLID ENDMILL,1795,KKTEA04650
null,TEA04655,4FEKM055-130-06,SOLID ENDMILL,3770,KKTEA04655
null,TEA04660,4FEKM060-130-06,SOLID ENDMILL,1885,KKTEA04660
null,TEA04680,4FEKM080-190-08,SOLID ENDMILL,3140,KKTEA04680
null,TEA04700,4FEKM100-220-10,SOLID ENDMILL,4265,KKTEA04700
null,TEA04720,4FEKM120-260-12,SOLID ENDMILL,5290,KKTEA04720
null,TEA04740,4FEKM140-260-16,SOLID ENDMILL,13900,KKTEA04740
null,TEA04750,4FEKM150-300-16,SOLID ENDMILL,22420,KKTEA04750
null,TEA04760,4FEKM160-320-16,SOLID ENDMILL,19820,KKTEA04760
null,TEA02510,4FESM010-025-04,SOLID ENDMILL,2425,KKTEA02510
null,TEA02515,4FESM015-040-04,SOLID ENDMILL,2425,KKTEA02515
null,TEA02520,4FESM020-060-04,SOLID ENDMILL,1480,KKTEA02520
null,TEA02525,4FESM025-080-04,SOLID ENDMILL,1480,KKTEA02525
null,TEA02530,4FESM030-100-06,SOLID ENDMILL,1525,KKTEA02530
null,TEA02535,4FESM035-100-06,SOLID ENDMILL,3275,KKTEA02535
null,TEA02540,4FESM040-110-06,SOLID ENDMILL,1705,KKTEA02540
null,TEA02545,4FESM045-110-06,SOLID ENDMILL,3545,KKTEA02545
null,TEA02550,4FESM050-130-06,SOLID ENDMILL,1795,KKTEA02550
null,TEA02555,4FESM055-130-06,SOLID ENDMILL,3770,KKTEA02555
null,TEA02560,4FESM060-130-06,SOLID ENDMILL,1885,KKTEA02560
null,TEA02412,4FESM060-150-06,SOLID ENDMILL,2285,KKTEA02412
null,TEA02414,4FESM070-160-08,SOLID ENDMILL,4895,KKTEA02414
null,TEA02580,4FESM080-190-08,SOLID ENDMILL,3140,KKTEA02580
null,TEA02416,4FESM080-200-08,SOLID ENDMILL,3805,KKTEA02416
null,TEA02418,4FESM090-190-10,SOLID ENDMILL,5710,KKTEA02418
null,TEA02600,4FESM100-220-10,SOLID ENDMILL,4265,KKTEA02600
null,TEA02420,4FESM100-250-10,SOLID ENDMILL,5165,KKTEA02420
null,TEA02620,4FESM120-260-12,SOLID ENDMILL,5290,KKTEA02620
null,TEA02640,4FESM140-260-16,SOLID ENDMILL,13900,KKTEA02640
null,TEA02650,4FESM150-300-16,SOLID ENDMILL,22420,KKTEA02650
null,TEA02660,4FESM160-320-16,SOLID ENDMILL,19820,KKTEA02660
null,TEA03430,4FESW030-030-04,SOLID ENDMILL,1480,KKTEA03430
